0, 0.16
7, 0.30
11, 0.38
12, 0.40
27, 0.70
28, 0.72
34, 0.84
35, 0.86
36, 0.88
51, 1.18
52, 1.10
71, 0.40
76, 0.65
96, 1.65
97, 1.70
98, 1.75
99, 1.80
103, 2.00
104, 2.05
108, 2.25
109, 2.30
122, 1.00
178, 3.72
194, 4.04
195, 4.06
196, 4.08
201, 4.18
214, 4.44
215, 4.46
216, 4.40
223, 3.70
224, 3.60
251, 0.90
252, 0.80
257, 0.30
269, 0.09
270, 0.00
275, 0.15
276, 0.16
302, 0.42
312, 0.52
317, 0.57
344, 0.84
345, 0.85
347, 0.87
348, 0.88
349, 0.89
370, 1.10
371, 1.10
372, 1.00
396, 1.36
397, 1.37
408, 1.48
409, 1.49
418, 1.58
437, 1.77
442, 1.82
443, 1.83
465, 2.05
466, 2.06
467, 2.07
468, 2.08
470, 2.10
471, 2.10
472, 2.00
473, 1.90
490, 0.20
