52, 1.10
53, 1.00
54, 0.90
55, 0.80
56, 0.70
57, 0.60
58, 0.50
59, 0.40
60, 0.30
61, 0.20
62, 0.10
63, 0.00
64, 0.05
65, 0.10
66, 0.15
67, 0.20
68, 0.25
69, 0.30
70, 0.35
71, 0.40
72, 0.45
73, 0.50
74, 0.55
75, 0.60
76, 0.65
77, 0.70
78, 0.75
79, 0.80
80, 0.85
81, 0.90
82, 0.95
83, 1.00
84, 1.05
85, 1.10
86, 1.15
87, 1.20
88, 1.25
89, 1.30
90, 1.35
91, 1.40
92, 1.45
93, 1.50
94, 1.55
95, 1.60
96, 1.65
97, 1.70
98, 1.75
99, 1.80
100, 1.85
101, 1.90
102, 1.95
103, 2.00
104, 2.05
105, 2.10
106, 2.15
107, 2.20
108, 2.25
109, 2.30
110, 2.20
111, 2.10
112, 2.00
113, 1.90
114, 1.80
115, 1.70
116, 1.60
117, 1.50
118, 1.40
119, 1.30
120, 1.20
121, 1.10
122, 1.00
302, 0.42
303, 0.43
304, 0.44
305, 0.45
306, 0.46
307, 0.47
308, 0.48
309, 0.49
310, 0.50
311, 0.51
312, 0.52
313, 0.53
314, 0.54
315, 0.55
316, 0.56
317, 0.57
318, 0.58
319, 0.59
320, 0.60
321, 0.61
322, 0.62
323, 0.63
324, 0.64
325, 0.65
326, 0.66
327, 0.67
328, 0.68
329, 0.69
330, 0.70
331, 0.71
332, 0.72
333, 0.73
334, 0.74
335, 0.75
336, 0.76
337, 0.77
338, 0.78
339, 0.79
340, 0.80
341, 0.81
342, 0.82
343, 0.83
344, 0.84
345, 0.85
346, 0.86
347, 0.87
348, 0.88
349, 0.89
350, 0.90
351, 0.91
352, 0.92
353, 0.93
354, 0.94
355, 0.95
356, 0.96
357, 0.97
358, 0.98
359, 0.99
360, 1.00
361, 1.01
362, 1.02
363, 1.03
364, 1.04
365, 1.05
366, 1.06
367, 1.07
368, 1.08
369, 1.09
370, 1.10
371, 1.10
372, 1.00
